Claim_ID,Policy_ID,Customer_ID,Accident_Date,FNOL_Date,Claim_Type,Estimated_Claim_Amount,Ultimate_Claim_Amount,Settlement_Date,Traffic_Condition,Weather_Condition
CLM_040386,POL_032943,CUST_38793,2022-03-01,2022-03-08,collision,15114.79,13633.76,2022-04-22,High,Stormy
CLM_040387,POL_032944,CUST_86113,2021-07-30,2021-08-13,vandalism,4496.76,3587.43,2021-09-23,High,Rainy
CLM_040388,POL_032945,CUST_99960,2020-10-01,2020-10-02,theft,10123.43,18274.67,2020-12-27,High,
CLM_040389,POL_032946,CUST_94347,2023-08-15,2023-08-16,fire,15536.84,31073.68,2023-10-15,Severe,Rainy
CLM_040390,POL_032947,CUST_50561,2023-02-01,2023-02-03,vandalism,2431.9,2097.06,2023-03-15,Moderate,Rainy
CLM_040391,POL_032948,CUST_03131,2020-03-26,2020-03-29,collision,3170.19,3112.21,2020-06-26,Moderate,Snowy
CLM_040392,POL_032949,CUST_74702,2020-05-02,2020-05-03,fire,59262.02,40261.73,2020-08-23,,Rainy
CLM_040393,POL_032950,CUST_35222,2020-09-29,2020-09-29,collision,3295.1,2700.0,2020-12-18,Low,Clear
CLM_040394,POL_032951,CUST_28480,2021-08-14,2021-08-16,collision,11768.03,10430.95,2021-09-24,High,Snowy
CLM_040395,POL_032952,CUST_57161,2022-01-07,2022-01-07,collision,3711.87,3651.71,2022-03-07,High,Foggy
CLM_040396,POL_032953,CUST_92814,2022-01-27,2022-01-28,collision,7138.97,7385.69,2022-04-01,Moderate,Clear
CLM_040397,POL_032954,CUST_03617,2020-04-01,2020-04-01,vandalism,899.26,1186.39,2020-04-18,Moderate,Clear
CLM_040398,POL_032955,CUST_74608,2021-06-03,2021-06-05,collision,7092.37,8731.69,2021-07-24,High,Snowy
CLM_040399,POL_032956,CUST_47207,2023-02-28,2023-03-01,fire,42604.3,43957.55,2023-05-20,Moderate,Foggy
CLM_040400,POL_032956,CUST_47207,2024-05-13,2024-05-14,theft,17500.0,35000.0,2024-08-22,Moderate,Snowy
CLM_040401,POL_032957,CUST_33616,2023-04-20,2023-04-21,collision,4385.1,5287.2,2023-06-26,Moderate,Foggy
CLM_040402,POL_032958,CUST_44011,2023-11-01,2023-11-02,collision,18586.53,14759.58,2024-01-18,High,Snowy
CLM_040403,POL_032959,CUST_98187,2023-04-06,2023-04-07,bodily_injury,28250.4,56500.8,2023-07-11,Moderate,Rainy
CLM_040404,POL_032960,CUST_40870,2022-01-22,2022-01-23,fire,25135.28,21038.1,2022-03-31,Moderate,Clear
CLM_040405,POL_032960,CUST_40870,2023-03-09,2023-03-14,fire,88846.47,45322.51,2023-09-02,Low,Stormy
CLM_040406,POL_032960,CUST_40870,2023-08-29,2023-08-29,collision,6216.31,5953.54,2023-11-09,Low,Foggy
CLM_040407,POL_032961,CUST_80072,2020-07-01,2020-07-02,theft,41296.91,39056.57,2020-09-27,Moderate,Clear
CLM_040408,POL_032962,CUST_37431,2023-11-30,2023-12-02,collision,11283.74,7775.28,2024-02-27,Moderate,Foggy
CLM_040409,POL_032963,CUST_79869,2024-06-30,2024-07-04,collision,7500.0,15000.0,2024-10-01,Moderate,Rainy
CLM_040410,POL_032964,CUST_92340,2020-08-05,2020-08-12,collision,23570.7,19800.0,2020-09-11,Moderate,Foggy
CLM_040411,POL_032965,CUST_15204,2021-01-13,2021-01-15,glass,836.67,929.71,2021-01-26,Moderate,Stormy
CLM_040412,POL_032966,CUST_92611,2021-08-19,2021-08-20,fire,37102.12,36878.44,2022-01-25,Low,Foggy
CLM_040413,POL_032967,CUST_70861,2023-09-04,2023-09-05,glass,1898.27,2207.8,2023-09-20,Moderate,Rainy
CLM_040414,POL_032968,CUST_50030,2020-03-10,2020-03-14,vandalism,1895.84,1937.39,2020-03-28,Severe,Snowy
CLM_040415,POL_032968,CUST_50030,2024-10-24,2024-10-27,bodily_injury,29857.19,48358.71,2025-04-28,High,Rainy
CLM_040416,POL_032969,CUST_06685,2020-03-12,2020-03-19,bodily_injury,201572.19,79594.8,2020-11-19,Low,Snowy
CLM_040417,POL_032970,CUST_20813,2024-09-10,2024-09-14,animal_collision,5034.89,5386.37,2024-10-20,Moderate,Foggy
CLM_040418,POL_032970,CUST_20813,2023-12-19,2023-12-23,theft,30401.64,25324.46,2024-03-15,High,Foggy
CLM_040419,POL_032971,CUST_35075,2024-11-27,2024-11-29,collision,5505.48,6792.58,2025-01-20,High,Snowy
CLM_040420,POL_032972,CUST_98658,2024-07-26,2024-07-31,collision,2411.0,3777.54,2024-09-28,High,Rainy
CLM_040421,POL_032973,CUST_06085,2024-02-10,2024-02-11,collision,5039.76,10079.53,2024-04-23,Moderate,Rainy
CLM_040422,POL_032974,CUST_42066,2022-04-18,2022-04-22,collision,9319.94,14850.0,2022-05-24,Severe,Foggy
CLM_040423,POL_032975,CUST_86567,2024-04-18,2024-04-23,vandalism,4809.34,5000.0,2024-05-21,Low,Foggy
CLM_040424,POL_032976,CUST_63920,2024-12-24,2024-12-29,theft,30287.78,18742.04,2025-04-02,Low,Stormy
CLM_040425,POL_032977,CUST_91019,2024-06-20,2024-06-22,fire,54159.46,51233.69,2024-11-21,Moderate,Snowy
CLM_040426,POL_032977,CUST_91019,2023-01-19,2023-01-20,theft,,10737.39,2023-03-19,Low,Rainy
CLM_040427,POL_032977,CUST_91019,2024-05-24,2024-05-24,glass,583.21,550.0,2024-06-09,Moderate,Rainy
CLM_040428,POL_032978,CUST_41862,2022-03-13,2022-03-27,vandalism,2995.58,2263.98,2022-04-30,Low,Clear
CLM_040429,POL_032979,CUST_19114,2023-12-14,2023-12-21,collision,10155.07,10185.59,2024-03-11,Low,Foggy
CLM_040430,POL_032979,CUST_19114,2023-01-10,2023-01-12,collision,27104.68,29822.64,2023-03-27,Moderate,Rainy
CLM_040431,POL_032980,CUST_58781,2023-01-18,2023-01-22,theft,24739.22,20220.28,2023-05-07,High,Rainy
CLM_040432,POL_032980,CUST_58781,2020-12-15,2020-12-17,collision,6525.72,5777.71,2021-02-04,Moderate,Stormy
CLM_040433,POL_032981,CUST_59871,2022-12-14,2022-12-15,collision,5702.62,5893.49,2023-03-05,Low,Snowy
CLM_040434,POL_032982,CUST_71232,2023-10-21,2023-10-22,fire,55004.06,35350.43,2024-04-02,Moderate,Rainy
CLM_040435,POL_032983,CUST_50492,2022-05-21,2022-05-22,collision,3330.32,3900.0,2022-07-08,Low,Foggy
CLM_040436,POL_032984,CUST_88581,2022-07-26,2022-07-29,collision,16044.39,21973.56,2022-10-24,Moderate,Rainy
CLM_040437,POL_032985,CUST_47779,2022-09-16,2022-09-16,theft,18725.21,18330.07,2022-11-07,Low,Snowy
CLM_040438,POL_032986,CUST_15572,2022-08-07,2022-08-08,animal_collision,2454.76,2400.0,2022-10-05,Moderate,Rainy
CLM_040439,POL_032987,CUST_85990,2020-11-08,2020-11-11,animal_collision,11664.12,9507.83,2021-01-04,High,Rainy
CLM_040440,POL_032988,CUST_62614,2023-04-22,2023-04-23,theft,22819.33,19280.72,2023-07-17,High,Snowy
CLM_040441,POL_032989,CUST_56404,2021-08-17,2021-08-19,fire,63990.16,49500.0,2021-11-24,Moderate,Clear
CLM_040442,POL_032989,CUST_56404,2024-04-01,2024-05-01,collision,6599.37,6410.24,2024-07-17,Moderate,Rainy
CLM_040443,POL_032990,CUST_84042,2021-12-26,2021-12-27,collision,15678.92,13128.83,2022-02-14,High,Stormy
CLM_040444,POL_032991,CUST_09158,2024-01-31,2024-02-02,glass,2258.77,2315.61,2024-02-17,Severe,Rainy
CLM_040445,POL_032992,CUST_61271,2023-08-06,2023-08-07,collision,6148.82,6311.06,2023-09-29,High,Clear
CLM_040446,POL_032993,CUST_40186,2021-11-12,2021-11-12,collision,22872.53,17906.69,2022-01-19,Moderate,Clear
CLM_040447,POL_032994,CUST_42756,2024-08-21,2024-08-24,theft,25794.12,17584.32,2024-11-04,Low,Foggy
CLM_040448,POL_032995,CUST_85021,2020-12-19,2020-12-20,bodily_injury,265824.14,136940.25,2021-06-15,High,Snowy
CLM_040449,POL_032996,CUST_24926,2020-02-28,2020-03-01,collision,16608.79,17004.75,2020-05-11,Moderate,Rainy
CLM_040450,POL_032997,CUST_84661,2023-04-15,2023-04-18,collision,11266.8,11437.16,2023-07-15,Moderate,Snowy
CLM_040451,POL_032998,CUST_23718,2020-04-26,2020-04-27,fire,37644.65,39311.24,2020-07-30,High,Snowy
CLM_040452,POL_032999,CUST_43626,2023-09-05,2023-09-06,vandalism,2011.52,2001.01,2023-10-09,Low,Snowy
CLM_040453,POL_033000,CUST_16033,2021-04-25,2021-04-28,glass,1677.05,1665.51,2021-05-07,Low,Rainy
CLM_040454,POL_033000,CUST_16033,2024-12-13,2024-12-15,collision,23864.74,22935.59,2025-01-25,Moderate,Foggy
CLM_040455,POL_033001,CUST_84171,2024-01-01,2024-01-02,collision,6051.65,5653.43,2024-02-19,Moderate,Snowy
CLM_040456,POL_033001,CUST_84171,2022-06-22,2022-06-22,glass,1954.87,2000.0,2022-06-30,Low,Foggy
CLM_040457,POL_033002,CUST_88312,2020-07-01,2020-07-03,collision,14946.55,15000.0,2020-08-05,Moderate,Foggy
CLM_040458,POL_033003,CUST_02138,2023-09-11,2023-09-11,collision,18341.89,18000.0,2023-11-21,High,Rainy
CLM_040459,POL_033003,CUST_02138,2020-04-29,2020-05-29,collision,8483.89,8635.21,2020-06-28,Moderate,Rainy
CLM_040460,POL_033004,CUST_75217,2023-11-29,2023-12-29,glass,1461.28,1259.98,2024-01-17,Moderate,Foggy
CLM_040461,POL_033005,CUST_95450,2020-11-18,2020-11-19,animal_collision,8815.2,10294.67,2020-12-11,High,Snowy
CLM_040462,POL_033006,CUST_21724,2022-12-08,2022-12-09,collision,12557.5,15000.0,2023-02-24,Low,Snowy
CLM_040463,POL_033007,CUST_88080,2021-01-05,2021-01-06,collision,2780.56,4002.79,2021-02-05,Moderate,Stormy
CLM_040464,POL_033008,CUST_51949,2023-10-26,2023-11-25,vandalism,711.76,900.0,2024-01-08,Moderate,Stormy
CLM_040465,POL_033009,CUST_74402,2022-03-12,2022-03-14,collision,22975.92,17564.4,2022-05-04,High,Foggy
CLM_040466,POL_033010,CUST_22959,2023-05-15,2023-05-16,collision,7850.04,8675.52,2023-07-28,Moderate,Foggy
CLM_040467,POL_033011,CUST_99563,2024-09-03,2024-09-06,collision,14314.81,10955.79,2024-11-02,High,Stormy
CLM_040468,POL_033011,CUST_99563,2024-04-26,2024-04-28,vandalism,6027.68,5500.0,2024-05-27,Moderate,Foggy
CLM_040469,POL_033012,CUST_22713,2024-01-13,2024-01-14,fire,42535.28,26830.55,2024-06-09,Moderate,Foggy
CLM_040470,POL_033013,CUST_10467,2020-03-21,2020-03-22,collision,6750.0,13500.0,2020-05-25,High,Rainy
CLM_040471,POL_033014,CUST_05793,2021-12-10,2021-12-11,collision,16566.63,19500.0,2022-01-29,Low,Rainy
CLM_040472,POL_033015,CUST_87087,2022-09-04,2022-09-05,glass,997.46,962.47,2022-09-15,Moderate,Rainy
CLM_040473,POL_033016,CUST_54204,2024-04-13,2024-04-14,collision,12400.05,9964.71,2024-06-11,Moderate,Stormy
CLM_040474,POL_033017,CUST_93060,2024-01-09,2024-01-10,glass,790.04,796.89,2024-01-30,,Rainy
CLM_040475,POL_033018,CUST_80859,2022-12-08,2022-12-09,collision,5688.94,4290.0,2023-03-08,High,Snowy
CLM_040476,POL_033019,CUST_59476,2020-07-02,2020-07-02,fire,18352.55,27724.87,2020-09-07,High,Clear
CLM_040477,POL_033020,CUST_67264,2020-06-11,2020-06-11,vandalism,847.57,1167.12,2020-07-18,Severe,Rainy
CLM_040478,POL_033021,CUST_77610,2024-05-20,2024-05-21,collision,10856.23,,2024-07-29,Moderate,Rainy
CLM_040479,POL_033022,CUST_94258,2024-12-08,2024-12-15,collision,8899.06,6364.35,2025-03-03,High,Snowy
CLM_040480,POL_033023,CUST_16630,2020-04-01,2020-04-03,collision,4767.42,3950.88,2020-06-17,Moderate,Stormy
CLM_040481,POL_033023,CUST_16630,2024-08-06,2024-08-10,glass,1544.68,,2024-08-21,High,Rainy
CLM_040482,POL_033024,CUST_12382,2020-02-10,2020-02-14,theft,9448.01,10451.64,2020-05-05,Moderate,Foggy
CLM_040483,POL_033025,CUST_52995,2024-02-12,2024-02-13,theft,19969.15,31500.0,2024-06-10,,Stormy
CLM_040484,POL_033026,CUST_18403,2020-07-06,2020-07-10,collision,4501.29,3960.0,2020-08-28,High,Foggy
CLM_040485,POL_033026,CUST_18403,2020-06-01,2020-06-03,collision,7588.98,9845.46,2020-07-18,High,Foggy
CLM_040486,POL_033027,CUST_78208,2023-08-04,2023-08-05,glass,2775.61,2640.0,2023-08-14,Moderate,Foggy
CLM_040487,POL_033028,CUST_34952,2021-06-05,2021-06-06,fire,36117.31,41855.53,2021-08-09,Moderate,Snowy
CLM_040488,POL_033029,CUST_60543,2020-12-17,2020-12-20,collision,16615.22,16500.0,2021-01-28,High,Foggy
CLM_040489,POL_033029,CUST_60543,2023-10-01,2023-10-02,animal_collision,8866.52,8403.77,2023-11-01,High,Rainy
CLM_040490,POL_033030,CUST_71885,2020-05-09,2020-05-10,collision,24587.21,19263.85,2020-06-24,Severe,Stormy
CLM_040491,POL_033031,CUST_59507,2024-01-30,2024-01-31,vandalism,4923.31,4950.0,2024-02-24,High,Clear
CLM_040492,POL_033032,CUST_04547,2021-06-28,2021-06-29,fire,19829.17,14108.21,2021-10-15,Low,
CLM_040493,POL_033033,CUST_69735,2022-03-28,2022-03-28,theft,20114.67,19524.92,2022-07-12,High,
CLM_040494,POL_033034,CUST_48307,2023-10-09,2023-10-10,collision,11267.31,9319.51,2023-12-03,High,Foggy
CLM_040495,POL_033035,CUST_66882,2023-03-31,2023-04-01,collision,10890.04,10862.34,2023-06-27,Moderate,Foggy
CLM_040496,POL_033036,CUST_29728,2023-11-17,2023-12-01,collision,10439.81,10969.42,2024-02-11,Low,Foggy
CLM_040497,POL_033037,CUST_86954,2023-10-16,2023-10-17,glass,1348.17,1347.9,2023-10-29,High,Rainy
CLM_040498,POL_033038,CUST_30322,2021-10-29,2021-10-30,collision,16067.82,15000.0,2021-12-23,Low,Rainy
CLM_040499,POL_033039,CUST_23110,2024-12-29,2024-12-30,collision,5539.41,8685.32,2025-03-21,Moderate,Rainy
CLM_040500,POL_033040,CUST_26858,2022-10-28,2022-11-02,vandalism,,6000.0,2022-11-25,Low,Rainy
CLM_040501,POL_033040,CUST_26858,2020-02-23,2020-02-26,fire,36982.69,44274.52,2020-05-16,Moderate,Rainy
CLM_040502,POL_033041,CUST_12493,2020-02-21,2020-02-22,collision,4213.8,6271.0,2020-04-28,Moderate,Foggy
CLM_040503,POL_033042,CUST_52953,2024-11-11,2024-11-11,collision,11260.14,9507.75,2025-01-04,High,Foggy
CLM_040504,POL_033043,CUST_05255,2021-07-26,2021-08-02,collision,15112.68,15873.25,2021-10-25,Low,Stormy
CLM_040505,POL_033044,CUST_72105,2023-07-19,2023-07-26,collision,6188.0,7130.52,2023-09-22,High,Snowy
CLM_040506,POL_033045,CUST_89606,2021-02-18,2021-02-19,vandalism,5524.94,6500.0,2021-03-07,Low,Clear
CLM_040507,POL_033046,CUST_51163,2024-05-27,2024-05-28,collision,8208.4,8202.1,2024-08-03,High,Rainy
CLM_040508,POL_033046,CUST_51163,2023-07-08,2023-07-09,collision,11338.03,10455.41,2023-09-13,Low,
CLM_040509,POL_033046,CUST_51163,2024-12-28,2024-12-31,collision,3048.45,3536.84,2025-02-23,Low,Rainy
CLM_040510,POL_033047,CUST_24047,2020-10-22,2020-10-23,vandalism,4226.2,5000.0,2020-12-01,Moderate,Clear
CLM_040511,POL_033048,CUST_52287,2024-09-25,2024-09-28,glass,1154.7,1101.68,2024-10-08,High,Stormy
CLM_040512,POL_033049,CUST_43870,2021-03-23,2021-03-24,glass,1039.48,1294.81,2021-04-03,Low,Foggy
CLM_040513,POL_033049,CUST_43870,2022-09-30,2022-10-01,collision,18393.6,18000.0,2022-12-14,Moderate,Snowy
CLM_040514,POL_033049,CUST_43870,2020-07-09,2020-07-11,glass,1510.16,1268.03,2020-07-19,Moderate,Rainy
CLM_040515,POL_033050,CUST_87497,2023-08-23,2023-08-25,collision,9581.78,8323.6,2023-09-28,Moderate,Foggy
CLM_040516,POL_033051,CUST_56060,2023-04-16,2023-04-18,glass,1864.21,2000.0,2023-05-07,Moderate,Rainy
CLM_040517,POL_033052,CUST_37767,2024-08-31,2024-09-01,fire,37614.0,25677.37,2024-12-12,,Foggy
CLM_040518,POL_033053,CUST_85014,2023-12-22,2023-12-23,collision,6034.67,8551.56,2024-03-02,Severe,Foggy
CLM_040519,POL_033053,CUST_85014,2020-07-14,2020-07-15,glass,776.32,822.29,2020-07-30,High,Snowy
CLM_040520,POL_033054,CUST_65499,2022-09-10,2022-09-11,collision,12901.19,12542.23,2022-11-11,Low,Rainy
CLM_040521,POL_033055,CUST_56165,2023-01-24,2023-01-24,collision,7028.72,4680.0,2023-03-01,High,Snowy
CLM_040522,POL_033056,CUST_93236,2020-12-29,2021-01-03,collision,4234.43,6025.76,2021-03-18,Moderate,Rainy
CLM_040523,POL_033057,CUST_70386,2023-02-19,2023-02-22,vandalism,1488.33,1480.26,2023-04-01,Moderate,Foggy
CLM_040524,POL_033058,CUST_05915,2023-07-07,2023-07-08,theft,23666.9,23636.47,2023-09-11,Low,Rainy
CLM_040525,POL_033058,CUST_05915,2024-03-30,2024-04-01,collision,13386.85,12115.25,2024-06-14,Moderate,Foggy
CLM_040526,POL_033059,CUST_19176,2022-04-23,2022-04-30,fire,9065.27,10000.0,2022-09-09,High,
CLM_040527,POL_033060,CUST_92918,2022-10-22,2022-10-24,glass,1823.45,1692.5,2022-11-11,Moderate,Foggy
CLM_040528,POL_033061,CUST_87938,2023-03-11,2023-03-12,collision,5244.3,8203.57,2023-06-06,Moderate,Foggy
CLM_040529,POL_033062,CUST_30938,2020-06-02,2020-06-04,vandalism,5188.68,5000.0,2020-07-16,Moderate,Rainy
CLM_040530,POL_033063,CUST_70945,2022-07-03,2022-07-04,animal_collision,2479.42,2400.0,2022-08-16,Moderate,Foggy
CLM_040531,POL_033064,CUST_50207,2022-07-01,2022-07-02,collision,3774.12,2970.0,2022-08-02,Moderate,Rainy
CLM_040532,POL_033065,CUST_18984,2022-04-21,2022-04-23,theft,52747.33,38500.0,2022-06-07,Moderate,Rainy
CLM_040533,POL_033066,CUST_66892,2023-02-07,2023-03-09,collision,3542.18,5283.01,2023-04-18,Low,Rainy
CLM_040534,POL_033066,CUST_66892,2023-07-26,2023-07-26,collision,10285.41,9410.26,2023-09-04,Moderate,Clear
CLM_040535,POL_033066,CUST_66892,2023-07-16,2023-07-17,vandalism,2182.33,2026.37,2023-08-10,Moderate,Rainy
CLM_040536,POL_033067,CUST_33306,2024-12-13,2024-12-20,collision,15128.16,19034.99,2025-01-27,Severe,Clear
CLM_040537,POL_033068,CUST_77251,2020-11-10,2020-11-10,collision,12764.01,19500.0,2021-02-07,Moderate,Snowy
CLM_040538,POL_033069,CUST_71424,2024-06-14,2024-06-15,bodily_injury,33866.44,67732.88,2024-10-01,Moderate,Foggy
CLM_040539,POL_033070,CUST_12591,2021-09-05,2021-09-19,animal_collision,9930.98,7563.36,2021-11-07,Severe,Snowy
CLM_040540,POL_033070,CUST_12591,2022-03-22,2022-03-25,bodily_injury,210910.27,107575.98,2023-03-12,Moderate,Rainy
CLM_040541,POL_033070,CUST_12591,2021-06-17,2021-06-24,glass,1050.88,1042.97,2021-07-03,Low,Foggy
CLM_040542,POL_033071,CUST_07808,2020-02-29,2020-03-14,bodily_injury,12249.42,15000.0,2020-08-24,Moderate,Rainy
CLM_040543,POL_033072,CUST_79874,2023-02-25,2023-02-25,glass,2487.6,2400.0,2023-03-08,High,Snowy
CLM_040544,POL_033073,CUST_86855,2023-07-24,2023-07-27,fire,27687.23,50000.0,2023-10-31,Moderate,Stormy
CLM_040545,POL_033073,CUST_86855,2021-10-24,2021-10-29,theft,32880.61,30932.14,2022-01-03,Moderate,Rainy
CLM_040546,POL_033074,CUST_82328,2020-01-18,2020-01-19,collision,,4290.0,2020-02-29,High,Rainy
CLM_040547,POL_033075,CUST_46793,2021-09-22,2021-10-06,collision,32120.14,26803.07,2021-12-28,Moderate,Rainy
CLM_040548,POL_033076,CUST_34115,2024-03-21,2024-03-23,collision,20463.76,19807.72,2024-05-09,Moderate,Rainy
CLM_040549,POL_033077,CUST_87613,2022-05-03,2022-06-02,collision,10139.17,7771.93,2022-07-03,Low,Rainy
CLM_040550,POL_033077,CUST_87613,2023-04-26,2023-04-27,animal_collision,7437.18,7200.0,2023-06-04,Moderate,Rainy
CLM_040551,POL_033077,CUST_87613,2023-04-03,2023-04-03,collision,7717.36,7425.62,2023-06-12,Moderate,Snowy
CLM_040552,POL_033077,CUST_87613,2023-09-08,2023-09-10,collision,13959.63,13500.0,2023-11-26,Moderate,Snowy
CLM_040553,POL_033078,CUST_41663,2024-08-12,2024-08-15,theft,23707.47,31500.0,2024-10-03,Moderate,Stormy
CLM_040554,POL_033079,CUST_77545,2022-02-16,2022-02-16,collision,18667.89,18000.0,2022-05-02,High,Snowy
CLM_040555,POL_033080,CUST_62856,2022-05-06,2022-05-08,glass,1100.33,1093.1,2022-05-21,,Rainy
CLM_040556,POL_033081,CUST_68508,2023-04-11,2023-04-12,collision,1500.66,3001.33,2023-05-15,Moderate,Foggy
CLM_040557,POL_033081,CUST_68508,2023-04-13,2023-04-20,collision,12940.12,15000.0,2023-07-11,Moderate,Rainy
CLM_040558,POL_033082,CUST_37614,2021-09-25,2021-09-28,collision,10386.9,7614.31,2021-11-21,,Snowy
CLM_040559,POL_033083,CUST_72195,2024-08-05,2024-08-07,glass,2096.28,1846.97,2024-08-24,Low,Foggy
CLM_040560,POL_033084,CUST_22730,2020-06-17,2020-06-17,bodily_injury,130845.22,110000.0,2020-12-04,Moderate,Snowy
CLM_040561,POL_033085,CUST_35119,2023-04-16,2023-04-20,fire,27500.0,55000.0,2023-07-27,Low,Foggy
CLM_040562,POL_033085,CUST_35119,2023-03-08,2023-03-10,collision,9428.52,6868.7,2023-05-26,Moderate,Rainy
CLM_040563,POL_033086,CUST_19991,2020-11-19,2020-11-26,collision,7236.24,9880.05,2021-02-19,Severe,Snowy
CLM_040564,POL_033086,CUST_19991,2023-07-17,2023-07-21,theft,17420.57,19302.66,2023-10-22,High,Rainy
CLM_040565,POL_033087,CUST_36876,2020-08-01,2020-08-06,bodily_injury,16389.54,32779.07,2020-12-19,Moderate,Foggy
CLM_040566,POL_033088,CUST_92633,2023-06-16,2023-06-21,collision,10897.35,8679.48,2023-07-25,Moderate,Snowy
CLM_040567,POL_033089,CUST_36792,2022-05-06,2022-05-06,animal_collision,5198.85,3833.26,2022-06-06,Low,Foggy
CLM_040568,POL_033090,CUST_89215,2020-09-14,2020-09-16,collision,6545.54,5940.48,2020-10-16,Low,Snowy
CLM_040569,POL_033091,CUST_02968,2021-07-11,2021-07-12,fire,37733.94,38472.47,2021-09-12,Moderate,Foggy
CLM_040570,POL_033091,CUST_02968,2020-11-22,2020-11-25,collision,10052.11,15000.0,2020-12-25,Moderate,Rainy
CLM_040571,POL_033092,CUST_18439,2021-05-01,2021-05-02,fire,35077.58,39202.81,2021-09-18,Moderate,Foggy
CLM_040572,POL_033093,CUST_49508,2021-04-07,2021-04-09,collision,13445.32,14805.84,2021-05-20,Low,Rainy
CLM_040573,POL_033094,CUST_77315,2021-05-31,2021-06-04,bodily_injury,88945.07,66933.32,2021-11-19,High,Stormy
CLM_040574,POL_033095,CUST_73377,2021-06-22,2021-06-24,glass,1159.51,1366.7,2021-07-02,High,Rainy
CLM_040575,POL_033096,CUST_43873,2024-09-11,2024-09-16,animal_collision,4362.55,4557.81,2024-11-06,Moderate,Foggy
CLM_040576,POL_033096,CUST_43873,2020-08-16,2020-08-16,collision,2843.7,5596.63,2020-09-24,Severe,Rainy
CLM_040577,POL_033097,CUST_04827,2023-12-08,2023-12-13,collision,7930.26,9998.92,2024-01-27,Severe,Rainy
CLM_040578,POL_033098,CUST_37080,2021-03-24,2021-03-24,bodily_injury,9000.0,18000.0,2021-07-03,Low,Stormy
CLM_040579,POL_033099,CUST_52080,2020-10-03,2020-10-04,vandalism,1794.39,1675.44,2020-10-31,Moderate,Snowy
CLM_040580,POL_033100,CUST_25026,2022-03-03,2022-03-06,vandalism,5024.41,5940.59,2022-04-08,High,Snowy
CLM_040581,POL_033100,CUST_25026,2022-12-01,2022-12-31,animal_collision,2072.39,2600.0,2023-02-04,Moderate,Rainy
CLM_040582,POL_033101,CUST_80241,2023-08-05,2023-08-07,collision,18193.5,19500.0,2023-09-11,High,
CLM_040583,POL_033102,CUST_99251,2022-07-30,2022-07-31,fire,22381.47,17916.7,2022-12-31,Low,Snowy
CLM_040584,POL_033103,CUST_48818,2020-12-26,2020-12-26,collision,10539.18,14850.0,2021-02-24,High,Snowy
CLM_040585,POL_033104,CUST_49399,2023-12-31,2024-01-01,animal_collision,7540.4,7200.0,2024-02-12,High,Rainy
CLM_040586,POL_033104,CUST_49399,2020-02-14,2020-02-19,vandalism,2167.01,2063.99,2020-03-15,Moderate,Rainy
CLM_040587,POL_033105,CUST_99594,2023-06-12,2023-06-14,collision,15587.25,15000.0,2023-08-05,Moderate,Rainy
CLM_040588,POL_033105,CUST_99594,2024-08-28,2024-08-31,glass,1952.37,1828.45,2024-09-09,Low,Foggy
CLM_040589,POL_033106,CUST_74113,2023-03-12,2023-03-13,glass,970.58,1136.18,2023-03-31,Low,Foggy
CLM_040590,POL_033107,CUST_38137,2022-08-24,2022-09-23,collision,29600.27,29700.0,2022-12-18,Moderate,Rainy
CLM_040591,POL_033108,CUST_15746,2023-07-19,2023-07-20,animal_collision,3167.09,2516.84,2023-08-13,Moderate,Stormy
CLM_040592,POL_033109,CUST_06534,2024-11-16,2024-11-17,glass,2704.41,2860.0,2024-11-30,Low,Foggy
CLM_040593,POL_033110,CUST_83667,2021-11-11,2021-11-12,vandalism,1333.87,1328.5,2021-12-14,Moderate,Rainy
CLM_040594,POL_033110,CUST_83667,2024-10-30,2024-11-29,theft,36784.6,45500.0,2025-03-24,High,Rainy
CLM_040595,POL_033111,CUST_91853,2022-04-16,2022-04-17,vandalism,4644.28,4348.52,2022-05-02,Moderate,Rainy
CLM_040596,POL_033112,CUST_55945,2024-01-05,2024-01-12,collision,6667.8,7446.34,2024-04-04,,Rainy
CLM_040597,POL_033113,CUST_34561,2021-04-16,2021-04-19,animal_collision,9383.16,8000.0,2021-06-13,High,Clear
CLM_040598,POL_033114,CUST_54711,2022-04-07,2022-04-08,fire,39439.82,43958.06,2022-08-21,Moderate,Rainy
CLM_040599,POL_033115,CUST_44191,2024-07-27,2024-07-28,fire,47510.24,45735.81,2024-11-01,Low,Rainy
CLM_040600,POL_033116,CUST_87852,2022-03-17,2022-03-18,collision,9406.54,13500.0,2022-05-28,Moderate,Snowy
CLM_040601,POL_033117,CUST_26448,2020-10-04,2020-10-05,vandalism,7397.69,6000.0,2020-11-12,Moderate,Snowy
CLM_040602,POL_033118,CUST_02878,2023-08-24,2023-08-24,fire,18842.95,31162.89,2023-11-13,Moderate,Rainy
CLM_040603,POL_033119,CUST_05118,2022-04-20,2022-04-21,animal_collision,3503.67,4016.9,2022-05-18,High,Clear
CLM_040604,POL_033120,CUST_27484,2020-07-26,2020-07-28,animal_collision,,3186.57,2020-08-27,Low,Foggy
CLM_040605,POL_033121,CUST_02501,2024-08-25,2024-09-08,theft,8617.88,15880.03,2024-10-27,High,Foggy
CLM_040606,POL_033122,CUST_40271,2020-09-07,2020-09-07,glass,1661.3,1420.22,2020-09-27,Moderate,Rainy
