Policy_ID,Customer_ID,Date_of_Birth,Full_License_Issue_Date,Vehicle_Type,Vehicle_Year
POL_004438,CUST_65399,1944-12-10,1968-10-21,Truck,2005
POL_004439,CUST_98222,1994-05-21,2017-05-26,SUV,2003
POL_004440,CUST_91896,1944-02-22,1965-03-28,Hatchback,2010
POL_004441,CUST_89324,1966-05-16,1989-11-10,Hatchback,2014
POL_004442,CUST_87677,1983-05-30,2007-01-17,Hatchback,2018
POL_004443,CUST_65583,1960-03-09,1980-10-10,Sedan,2020
POL_004444,CUST_59936,1972-12-15,1992-07-02,SUV,2011
POL_004445,CUST_80756,1987-03-09,2008-01-03,Truck,2012
POL_004446,CUST_01969,1942-05-04,1962-09-02,Truck,2010
POL_004447,CUST_19223,1968-04-09,1987-11-28,Hatchback,2013
POL_004448,CUST_02737,1961-04-16,1982-09-20,Sports_Car,2017
POL_004449,CUST_30080,1973-10-20,1991-10-26,Truck,2007
POL_004450,CUST_49604,1954-04-30,1978-02-24,SUV,2018
POL_004451,CUST_17820,1984-10-27,2005-06-17,SUV,2018
POL_004452,CUST_72041,1945-01-03,1969-09-14,Sedan,2011
POL_004453,CUST_15866,1981-04-06,2001-06-23,Sedan,2005
POL_004454,CUST_49500,1982-02-07,2001-05-09,Minivan,2010
POL_004455,CUST_48965,1973-04-05,1994-04-11,Minivan,2007
POL_004456,CUST_55289,1975-08-23,1998-02-20,Sedan,2017
POL_004457,CUST_86669,1982-11-16,2006-02-26,SUV,2017
POL_004458,CUST_02378,1952-03-11,1970-11-27,SUV,2020
POL_004459,CUST_34617,1967-06-14,1991-08-21,Truck,2022
POL_004460,CUST_50868,1995-03-21,2018-02-26,Hatchback,2012
POL_004461,CUST_65940,1987-05-13,2008-07-27,Hatchback,2013
POL_004462,CUST_08771,1966-06-24,1988-11-20,SUV,2007
POL_004463,CUST_90116,1975-06-08,1997-02-11,Minivan,2012
POL_004464,CUST_29063,1945-11-12,1968-03-30,Hatchback,2005
POL_004465,CUST_03751,1978-07-22,2000-04-10,Truck,2003
POL_004466,CUST_71875,1988-05-16,2007-01-19,Sedan,2015
POL_004467,CUST_19405,1956-01-25,1978-10-23,Sedan,2009
POL_004468,CUST_80973,1976-12-02,1997-08-15,Hatchback,2016
POL_004469,CUST_98016,1953-10-21,1978-01-12,Sedan,2011
POL_004470,CUST_70890,1954-06-10,1974-07-01,Truck,2015
POL_004471,CUST_76692,1994-05-14,2019-03-30,Sedan,2022
POL_004472,CUST_38976,1964-04-02,1983-06-18,Hatchback,2008
POL_004473,CUST_44043,1965-08-14,1990-06-23,Sedan,2003
POL_004474,CUST_47809,1971-08-30,1992-06-24,Sedan,2015
POL_004475,CUST_24089,1968-09-29,1989-07-07,Hatchback,2013
POL_004476,CUST_62396,1942-04-30,1960-10-30,Sedan,2016
POL_004477,CUST_49555,1967-09-19,1992-02-06,SUV,2012
POL_004478,CUST_50421,2000-10-08,2020-01-20,Sedan,2008
POL_004479,CUST_48285,1986-10-23,2005-10-28,Sedan,2015
POL_004480,CUST_28488,1950-12-01,1974-04-20,Sedan,2017
POL_004481,CUST_55235,2001-09-06,2024-10-17,Sports_Car,2014
POL_004482,CUST_05843,1982-03-26,2007-01-03,Minivan,2011
POL_004483,CUST_88942,1980-09-19,2005-07-29,Sedan,2017
POL_004484,CUST_19837,1974-02-03,1997-02-22,Truck,2014
POL_004485,CUST_08404,1970-09-14,1995-08-15,Hatchback,2021
POL_004486,CUST_86083,1968-10-27,1993-02-21,Hatchback,2007
POL_004487,CUST_38982,1959-04-06,1981-02-10,Sports_Car,2016
POL_004488,CUST_76324,1948-03-27,1969-02-15,Sedan,2014
POL_004489,CUST_53022,1991-05-07,2014-03-16,Hatchback,2006
POL_004490,CUST_78988,1997-07-17,2019-05-13,Truck,2020
POL_004491,CUST_85784,1972-11-27,1994-01-12,SUV,2022
POL_004492,CUST_09373,1942-11-03,1962-06-15,Truck,2003
POL_004493,CUST_05700,1979-06-03,2004-02-13,SUV,2022
POL_004494,CUST_34428,1978-02-11,1996-10-26,Minivan,2017
POL_004495,CUST_52224,1948-01-18,1968-04-13,Sedan,2004
POL_004496,CUST_65202,1969-12-26,1994-04-07,Hatchback,2021
POL_004497,CUST_94829,1979-10-13,2001-01-13,Sedan,2021
POL_004498,CUST_45327,1947-08-05,1972-03-05,SUV,2006
POL_004499,CUST_19409,1952-11-18,1971-06-03,Sedan,2010
POL_004500,CUST_92908,1951-08-12,1975-05-04,SUV,2009
POL_004501,CUST_25544,1990-02-13,2009-06-15,Truck,2006
POL_004502,CUST_48042,1998-10-06,2020-01-06,Sedan,2006
POL_004503,CUST_15550,1952-12-22,1976-11-03,Sedan,2005
POL_004504,CUST_91470,1992-03-29,2011-09-23,SUV,2006
POL_004505,CUST_98270,1945-04-28,1965-07-17,Sedan,2015
POL_004506,CUST_50573,1997-08-20,2020-10-15,Sedan,2012
POL_004507,CUST_48820,1940-03-17,1962-10-23,SUV,2008
POL_004508,CUST_41194,1942-01-11,1961-01-26,Minivan,2021
POL_004509,CUST_11911,1970-05-22,1994-01-04,SUV,2011
POL_004510,CUST_99286,1964-02-15,1984-12-15,Minivan,2006
POL_004511,CUST_31743,1993-07-22,2012-11-05,Minivan,2019
POL_004512,CUST_90944,1960-04-30,1985-03-09,SUV,2009
POL_004513,CUST_31431,1957-05-14,1980-05-24,Hatchback,2008
POL_004514,CUST_44346,1989-01-05,2009-01-18,Truck,2011
POL_004515,CUST_75217,1946-02-07,1967-02-15,SUV,2020
POL_004516,CUST_83392,1954-10-06,1978-05-17,Sedan,2014
POL_004517,CUST_72997,1981-07-11,2001-10-21,Sedan,2020
POL_004518,CUST_73868,1971-06-11,1994-04-05,Hatchback,2020
POL_004519,CUST_95207,1954-05-26,1974-12-26,Sedan,2006
POL_004520,CUST_14225,1988-06-28,2007-01-07,Sedan,2012
POL_004521,CUST_02649,1994-01-17,2015-06-09,Sedan,2008
POL_004522,CUST_87057,1942-07-26,1960-12-24,SUV,2021
POL_004523,CUST_37189,1954-12-22,1977-04-21,Hatchback,2010
POL_004524,CUST_20637,1947-07-04,1965-10-29,Sports_Car,2010
POL_004525,CUST_98012,1942-03-19,1960-11-25,Sports_Car,2018
POL_004526,CUST_96379,1977-03-27,1998-06-07,Sedan,2017
POL_004527,CUST_21311,1976-12-26,1996-08-20,Sedan,2012
POL_004528,CUST_63232,1945-12-12,1965-06-06,Truck,2006
POL_004529,CUST_06622,1941-05-23,1964-05-14,Truck,2006
POL_004530,CUST_99233,1950-05-22,1974-10-23,Hatchback,2022
POL_004531,CUST_44026,1999-12-02,2018-12-12,Sedan,2021
POL_004532,CUST_59451,1974-01-18,1995-04-27,Minivan,2008
POL_004533,CUST_23972,1982-12-30,2004-12-03,Sedan,2006
POL_004534,CUST_69326,1947-02-03,1971-02-20,Hatchback,2019
POL_004535,CUST_16569,1993-12-21,2014-10-18,Hatchback,2022
POL_004536,CUST_25520,1985-07-11,2009-08-25,Hatchback,2019
POL_004537,CUST_33194,1994-01-31,2015-11-30,Minivan,2021
POL_004538,CUST_35819,1945-04-20,1968-09-19,Hatchback,2019
POL_004539,CUST_06274,1948-03-07,1968-03-16,Sedan,2013
POL_004540,CUST_85559,1973-12-01,1993-03-23,Sedan,2018
POL_004541,CUST_71904,1971-07-20,1989-08-16,Sedan,2020
POL_004542,CUST_76927,1974-06-18,1997-12-11,Truck,2005
POL_004543,CUST_54912,1998-01-16,2020-11-25,SUV,2017
POL_004544,CUST_63496,1966-05-14,1991-03-14,Sedan,2011
POL_004545,CUST_38602,1954-05-17,1975-06-30,Sedan,2007
POL_004546,CUST_53164,1981-04-04,2005-02-12,Truck,2003
POL_004547,CUST_15284,1982-11-16,2001-10-25,Truck,2015
POL_004548,CUST_84576,1994-08-28,2016-11-26,Sports_Car,2004
POL_004549,CUST_27564,1963-07-22,1984-10-22,Sports_Car,2010
POL_004550,CUST_39573,1987-11-20,2006-08-11,SUV,2012
POL_004551,CUST_07393,1986-04-08,2004-07-05,Minivan,2006
POL_004552,CUST_38867,1998-10-22,2022-11-24,Sedan,2012
POL_004553,CUST_06305,1973-08-02,1994-03-16,Minivan,2004
POL_004554,CUST_16316,1972-09-03,1994-06-01,Hatchback,2016
POL_004555,CUST_14987,1974-12-09,1999-04-06,Truck,2009
POL_004556,CUST_31741,1965-02-02,1987-06-12,SUV,2003
POL_004557,CUST_70177,1951-07-20,1971-12-31,Sedan,2009
POL_004558,CUST_61434,1955-05-13,1975-03-08,Sedan,2011
POL_004559,CUST_67421,1942-02-20,1966-09-19,Sedan,2012
POL_004560,CUST_88581,1947-04-17,1968-08-29,Hatchback,2013
POL_004561,CUST_42703,1976-08-25,1999-03-10,Sedan,2003
POL_004562,CUST_16772,1974-12-06,1995-12-22,Truck,2015
POL_004563,CUST_51338,1988-08-14,2011-05-07,Sedan,2006
POL_004564,CUST_21045,1951-03-31,1971-09-19,Hatchback,2007
POL_004565,CUST_22747,1977-10-28,1999-04-22,Hatchback,2008
POL_004566,CUST_24043,1980-01-16,2000-12-09,Truck,2021
POL_004567,CUST_02872,1995-03-05,2014-05-23,SUV,2010
POL_004568,CUST_04717,1973-05-02,1992-03-11,Sedan,2014
POL_004569,CUST_14427,1943-10-26,1965-06-28,Hatchback,2015
POL_004570,CUST_25271,1945-05-14,1969-11-01,Minivan,2018
POL_004571,CUST_98932,1994-07-03,2014-01-16,Minivan,2011
POL_004572,CUST_50060,1992-06-20,2011-06-18,SUV,2022
POL_004573,CUST_45456,1980-06-02,2002-02-25,SUV,2004
POL_004574,CUST_32182,1973-06-15,1996-06-26,Hatchback,2005
POL_004575,CUST_28003,1999-04-30,2022-04-10,Sedan,2018
POL_004576,CUST_04868,1951-07-04,1969-11-29,Hatchback,2006
POL_004577,CUST_15141,1964-06-17,1987-11-15,Sedan,2007
POL_004578,CUST_44461,1984-04-13,2008-08-04,Hatchback,2016
POL_004579,CUST_13011,1976-10-14,2000-04-24,Truck,2014
POL_004580,CUST_62720,1949-02-03,1967-02-21,Sedan,2019
POL_004581,CUST_69881,1968-10-12,1987-11-15,SUV,2018
POL_004582,CUST_75861,1969-07-31,1987-10-13,SUV,2020
POL_004583,CUST_31311,1959-07-10,1984-03-01,Minivan,2011
POL_004584,CUST_45867,1982-08-01,2007-04-01,Hatchback,2017
POL_004585,CUST_93700,1998-08-12,2019-12-14,SUV,2010
POL_004586,CUST_51109,1972-03-08,1994-10-04,Truck,2021
POL_004587,CUST_36862,1962-03-05,1985-06-14,Sedan,2018
POL_004588,CUST_55576,1980-08-19,2000-11-12,Sedan,2006
POL_004589,CUST_88189,1995-11-05,2016-03-24,Hatchback,2017
POL_004590,CUST_09900,1941-07-30,1962-11-04,Truck,2016
POL_004591,CUST_73083,1978-02-01,2001-12-11,Minivan,2016
POL_004592,CUST_86799,1972-10-30,1991-08-12,Sedan,2015
POL_004593,CUST_53195,1969-02-03,1993-05-13,Hatchback,2017
POL_004594,CUST_94920,1949-10-18,1971-01-23,Hatchback,2017
POL_004595,CUST_89576,1989-12-18,2014-02-26,Minivan,2008
POL_004596,CUST_73796,1979-03-15,1998-06-16,Hatchback,2022
POL_004597,CUST_08076,1945-04-19,1965-10-24,SUV,2016
POL_004598,CUST_51528,1997-12-17,2017-11-09,Sedan,2022
POL_004599,CUST_59396,1965-07-27,1986-01-14,Hatchback,2009
POL_004600,CUST_21405,1949-07-20,1971-11-18,SUV,2011
POL_004601,CUST_24426,1941-07-21,1961-09-19,Minivan,2019
POL_004602,CUST_29962,1979-07-31,1997-11-09,Hatchback,2014
POL_004603,CUST_14264,2000-12-07,2022-05-06,Hatchback,2003
POL_004604,CUST_67403,1961-10-05,1984-08-25,Sedan,2005
POL_004605,CUST_99162,1974-02-16,1993-01-04,Sedan,2014
POL_004606,CUST_10322,1971-09-28,1996-03-24,SUV,2017
POL_004607,CUST_41753,1948-07-16,1970-04-29,SUV,2010
POL_004608,CUST_57284,1986-06-20,2008-12-25,Sedan,2018
POL_004609,CUST_49514,1950-04-11,1975-03-12,Truck,2022
POL_004610,CUST_29090,1944-12-20,1969-08-24,SUV,2010
POL_004611,CUST_58740,1984-10-04,2008-06-08,Sedan,2016
POL_004612,CUST_19610,1947-03-14,1968-05-10,Sedan,2005
POL_004613,CUST_64654,2001-02-23,2024-11-25,Truck,2014
POL_004614,CUST_49917,1960-09-18,1983-06-06,Sedan,2005
POL_004615,CUST_59602,1942-07-16,1963-10-07,Sedan,2014
POL_004616,CUST_41542,1963-01-10,1985-02-13,Sports_Car,2022
POL_004617,CUST_22663,1949-04-08,1970-09-15,Truck,2012
POL_004618,CUST_89617,1970-03-31,1991-10-30,Truck,2008
POL_004619,CUST_74450,1942-11-06,1967-02-11,Sedan,2020
POL_004620,CUST_49298,1964-02-26,1983-01-15,Sedan,2020
POL_004621,CUST_86907,1964-09-09,1985-07-04,Sedan,2013
POL_004622,CUST_38669,1992-05-31,2011-07-30,Sedan,2021
POL_004623,CUST_54804,1955-09-07,1979-05-16,Hatchback,2008
POL_004624,CUST_99564,1966-11-15,1985-07-21,SUV,2006
POL_004625,CUST_34268,1977-03-14,2000-05-08,Sports_Car,2015
POL_004626,CUST_81808,1950-11-27,1972-03-28,Truck,2004
POL_004627,CUST_71874,2000-09-27,2024-06-22,Hatchback,2004
POL_004628,CUST_53233,1962-10-12,1983-04-15,Hatchback,2021
POL_004629,CUST_16201,1992-12-25,2011-07-22,SUV,2019
POL_004630,CUST_41327,1942-11-26,1962-04-27,SUV,2005
POL_004631,CUST_09947,1998-11-15,2018-03-28,Truck,2022
POL_004632,CUST_08012,1962-05-13,1985-06-18,Sedan,2017
POL_004633,CUST_11711,1981-09-14,2003-09-01,Sedan,2006
POL_004634,CUST_21193,1981-08-06,2004-10-01,Sedan,2011
POL_004635,CUST_55626,1946-09-10,1969-03-15,SUV,2011
POL_004636,CUST_27378,1948-11-10,1968-04-27,Hatchback,2006
POL_004637,CUST_02473,1976-08-09,1994-12-12,SUV,2004
POL_004638,CUST_31110,1965-05-29,1983-12-26,Sedan,2007
POL_004639,CUST_16740,1945-05-20,1967-05-18,Hatchback,2014
POL_004640,CUST_38269,1965-03-06,1986-06-08,Sedan,2011
POL_004641,CUST_42132,1956-03-31,1978-07-19,Sedan,2004
POL_004642,CUST_79348,1993-07-06,2011-07-07,SUV,2020
POL_004643,CUST_46952,1945-08-27,1965-09-21,Sedan,2010
POL_004644,CUST_99111,1999-05-19,2022-12-09,Sedan,2006
POL_004645,CUST_62240,1950-04-26,1974-12-31,Sedan,2012
POL_004646,CUST_66326,1994-12-30,2018-05-09,Sports_Car,2013
POL_004647,CUST_04051,1941-03-20,1965-11-13,Hatchback,2008
POL_004648,CUST_70131,1973-07-24,1994-04-11,SUV,2016
POL_004649,CUST_08017,1941-03-17,1962-06-30,SUV,2020
POL_004650,CUST_05388,1984-10-25,2004-09-04,SUV,2004
POL_004651,CUST_88579,1965-06-07,1983-06-18,Sedan,2007
POL_004652,CUST_50577,1990-02-14,2008-06-17,SUV,2003
POL_004653,CUST_57400,1982-12-31,2003-10-18,SUV,2007
POL_004654,CUST_73607,1998-09-19,2020-12-21,Hatchback,2003
POL_004655,CUST_03170,1995-09-24,2014-03-08,Truck,2003
POL_004656,CUST_25448,1960-01-13,1978-03-16,Sedan,2019
POL_004657,CUST_39648,1968-09-19,1987-02-21,SUV,2017
POL_004658,CUST_08391,1942-10-30,1963-03-20,Truck,2015
POL_004659,CUST_38595,1954-06-03,1978-06-01,Truck,2003
POL_004660,CUST_98654,1989-10-11,2007-12-05,SUV,2021
POL_004661,CUST_91447,1961-07-29,1982-09-04,SUV,2008
POL_004662,CUST_07458,1996-11-26,2020-11-06,Sedan,2005
POL_004663,CUST_22803,1951-06-18,1975-12-31,Sports_Car,2021
POL_004664,CUST_08636,1970-08-21,1991-06-28,Hatchback,2010
POL_004665,CUST_69971,1956-12-19,1976-10-22,SUV,2017
POL_004666,CUST_08444,1974-09-28,1997-05-23,Sedan,2017
POL_004667,CUST_26545,1980-01-21,1999-05-31,Truck,2012
POL_004668,CUST_38202,1976-06-11,1997-06-26,SUV,2015
POL_004669,CUST_27627,1944-08-05,1967-09-20,Sedan,2005
POL_004670,CUST_36583,1979-07-03,2000-08-31,Hatchback,2005
POL_004671,CUST_17643,1976-06-05,1998-04-17,Sports_Car,2007
POL_004672,CUST_35527,1986-04-17,2008-08-02,Truck,2012
POL_004673,CUST_70126,1979-06-12,2001-03-17,Minivan,2004
POL_004674,CUST_12036,1959-02-20,1980-12-17,Sedan,2020
POL_004675,CUST_19059,1995-11-24,2019-08-12,Hatchback,2009
POL_004676,CUST_82795,1940-11-03,1960-12-23,Truck,2010
POL_004677,CUST_88821,1972-06-10,1993-11-22,Truck,2015
POL_004678,CUST_44420,1978-09-05,1996-11-09,Truck,2020
POL_004679,CUST_71960,1949-09-13,1971-07-26,SUV,2006
POL_004680,CUST_08907,1944-07-06,1964-12-06,SUV,2010
POL_004681,CUST_26642,1975-12-05,1998-04-15,Hatchback,2005
POL_004682,CUST_61117,1991-02-05,2015-03-31,SUV,2013
POL_004683,CUST_31632,1981-12-14,2000-09-18,Truck,2010
POL_004684,CUST_47880,1999-04-02,2019-10-15,Sedan,2003
POL_004685,CUST_88657,1975-01-15,1998-09-07,SUV,2008
POL_004686,CUST_89992,1961-12-18,1983-02-21,Minivan,2008
POL_004687,CUST_17756,1975-08-17,1995-11-04,Truck,2020
POL_004688,CUST_20703,1977-09-12,2002-07-03,Truck,2015
POL_004689,CUST_13129,1950-12-01,1971-02-26,SUV,2022
POL_004690,CUST_20654,1950-09-13,1971-05-29,Truck,2006
POL_004691,CUST_70529,1997-10-05,2017-01-27,Hatchback,2008
POL_004692,CUST_38525,1984-09-18,2008-04-25,SUV,2009
POL_004693,CUST_23625,1971-02-27,1993-05-26,Minivan,2019
POL_004694,CUST_66524,1985-02-24,2009-10-04,SUV,2003
POL_004695,CUST_77812,1981-07-15,2005-05-18,SUV,2016
POL_004696,CUST_01599,1990-10-20,2014-07-06,Sedan,2006
POL_004697,CUST_50365,1950-03-18,1974-02-06,Sedan,2008
POL_004698,CUST_52560,1966-10-19,1990-08-08,Truck,2010
POL_004699,CUST_18206,1997-12-29,2016-06-03,Truck,2006
POL_004700,CUST_78195,1992-01-07,2015-10-02,Truck,2015
POL_004701,CUST_15059,1961-11-29,1986-06-25,Sedan,2020
POL_004702,CUST_39210,1951-03-20,1969-09-29,Sedan,2008
POL_004703,CUST_91812,1949-08-26,1969-11-01,Sedan,2011
POL_004704,CUST_11605,1979-02-07,2001-10-28,Truck,2009
POL_004705,CUST_39736,1952-12-22,1973-08-10,SUV,2008
POL_004706,CUST_54092,1987-12-02,2006-12-14,SUV,2008
POL_004707,CUST_06461,1951-10-01,1970-05-11,Sedan,2013
POL_004708,CUST_34117,1943-07-06,1965-12-22,SUV,2007
POL_004709,CUST_69688,1941-04-05,1963-08-29,Sedan,2020
POL_004710,CUST_27038,1968-02-10,1991-12-10,Hatchback,2017
POL_004711,CUST_84391,1959-01-30,1983-02-08,Sedan,2009
POL_004712,CUST_33803,1993-08-14,2013-12-02,SUV,2020
POL_004713,CUST_77488,1955-03-17,1978-08-30,Sedan,2015
POL_004714,CUST_71499,1997-10-26,2016-04-08,Sports_Car,2005
POL_004715,CUST_18670,1975-04-07,1998-08-13,Hatchback,2020
POL_004716,CUST_24810,1978-01-28,2002-05-05,Hatchback,2010
POL_004717,CUST_31956,1975-02-26,1996-11-14,SUV,2019
POL_004718,CUST_15465,2001-07-09,2021-02-02,SUV,2003
POL_004719,CUST_40280,2001-10-05,2020-06-13,Truck,2007
POL_004720,CUST_09301,1961-11-11,1983-10-19,Sedan,2005
POL_004721,CUST_87653,1965-05-18,1986-12-15,Sedan,2011
POL_004722,CUST_37326,1990-11-19,2015-11-04,Sports_Car,2010
POL_004723,CUST_41285,1984-09-25,2004-08-05,Sports_Car,2022
POL_004724,CUST_63970,1990-11-04,2009-08-27,Minivan,2020
POL_004725,CUST_86312,1974-09-02,1994-07-29,Truck,2016
POL_004726,CUST_40906,1950-03-20,1973-01-31,Truck,2004
POL_004727,CUST_10542,1960-04-29,1981-03-05,SUV,2009
POL_004728,CUST_43586,1963-06-25,1984-05-22,Truck,2016
POL_004729,CUST_18305,1942-09-28,1967-04-15,Sedan,2022
POL_004730,CUST_71942,1994-12-05,2015-07-14,SUV,2014
POL_004731,CUST_40866,1975-03-28,1994-01-30,SUV,2021
POL_004732,CUST_73822,1958-06-14,1977-07-16,Sedan,2018
POL_004733,CUST_45508,1948-04-25,1968-03-13,Sports_Car,2016
POL_004734,CUST_69737,1968-12-31,1991-12-11,Sedan,2012
POL_004735,CUST_15525,1960-09-28,1981-04-17,Hatchback,2016
POL_004736,CUST_78365,1955-04-17,1977-02-15,Sports_Car,2007
POL_004737,CUST_14790,1978-04-11,1998-02-08,Sports_Car,2021
POL_004738,CUST_56614,1970-02-03,1995-01-25,Sedan,2004
POL_004739,CUST_76440,1946-11-25,1965-06-05,Sedan,2020
POL_004740,CUST_19290,1985-09-24,2004-01-26,Truck,2005
POL_004741,CUST_42253,1960-06-23,1979-01-11,SUV,2014
POL_004742,CUST_85008,2001-08-14,2025-04-16,Truck,2004
POL_004743,CUST_33716,1957-10-25,1980-08-27,SUV,2007
POL_004744,CUST_23844,1994-04-17,2013-09-22,Truck,2018
POL_004745,CUST_53646,1987-04-10,2011-09-23,Hatchback,2022
POL_004746,CUST_84562,2001-06-25,2024-07-03,Sedan,2019
POL_004747,CUST_47580,1954-04-13,1976-07-18,Hatchback,2015
POL_004748,CUST_43296,1955-08-08,1977-05-16,Sedan,2004
POL_004749,CUST_88983,1965-11-19,1988-07-16,Hatchback,2009
POL_004750,CUST_78665,1979-11-07,2004-05-08,SUV,2020
POL_004751,CUST_26223,1964-01-14,1988-09-25,Sedan,2013
POL_004752,CUST_13767,1940-05-24,1962-08-04,Sedan,2011
POL_004753,CUST_69637,1990-04-22,2012-03-08,Sedan,2008
POL_004754,CUST_04573,1985-04-09,2003-11-21,Sedan,2012
POL_004755,CUST_54780,2000-04-24,2022-02-27,SUV,2011
POL_004756,CUST_44898,1975-03-20,2000-02-23,Sedan,2019
POL_004757,CUST_78551,1971-11-06,1996-09-09,Minivan,2011
POL_004758,CUST_94298,1948-03-15,1970-03-21,Sedan,2003
POL_004759,CUST_88472,1988-01-15,2009-01-30,Hatchback,2009
POL_004760,CUST_35946,1946-01-21,1967-01-12,Truck,2009
POL_004761,CUST_89454,1963-11-20,1981-11-15,Sedan,2010
POL_004762,CUST_06164,1943-07-23,1968-03-25,Sedan,2009
POL_004763,CUST_80921,1991-12-29,2012-01-07,Hatchback,2006
POL_004764,CUST_34043,1949-03-14,1970-05-16,Sedan,2003
POL_004765,CUST_60424,1995-06-28,2015-06-07,Sedan,2016
POL_004766,CUST_33402,1976-03-27,1996-07-31,Minivan,2018
POL_004767,CUST_77939,1968-03-07,1987-05-31,SUV,2010
POL_004768,CUST_40215,1978-06-07,1999-02-08,Sedan,2014
POL_004769,CUST_39416,1979-02-02,2000-05-31,Sedan,2012
POL_004770,CUST_67107,1985-07-18,2004-07-14,SUV,2022
POL_004771,CUST_42999,1973-07-18,1995-10-31,Truck,2021
POL_004772,CUST_63678,1980-02-09,1998-07-24,Sports_Car,2016
POL_004773,CUST_73681,1940-07-27,1960-09-15,Hatchback,2016
POL_004774,CUST_43585,1976-01-05,1999-07-22,SUV,2013
POL_004775,CUST_39221,1990-06-15,2009-01-29,Truck,2006
POL_004776,CUST_93477,1986-05-22,2008-05-23,SUV,2016
POL_004777,CUST_95286,1973-04-16,1993-01-07,SUV,2005
POL_004778,CUST_23584,1984-02-07,2008-06-19,Hatchback,2020
POL_004779,CUST_06605,1953-01-11,1975-02-01,Sedan,2013
POL_004780,CUST_13170,1949-02-23,1974-02-11,Truck,2022
POL_004781,CUST_24814,1967-03-06,1987-11-12,SUV,2010
POL_004782,CUST_41694,1942-04-18,1960-12-11,Truck,2011
POL_004783,CUST_89970,1974-11-15,1992-11-22,Truck,2016
POL_004784,CUST_12932,1984-02-21,2004-01-06,SUV,2020
POL_004785,CUST_92435,1976-06-12,1995-01-01,Sedan,2007
POL_004786,CUST_35533,1960-05-03,1985-03-05,Hatchback,2008
POL_004787,CUST_93097,1955-11-16,1980-02-19,Sports_Car,2004
POL_004788,CUST_35075,1969-01-12,1993-06-22,SUV,2006
POL_004789,CUST_02642,1984-12-30,2003-10-13,SUV,2016
POL_004790,CUST_51375,1964-01-24,1985-03-25,Sedan,2017
POL_004791,CUST_31496,1969-09-29,1988-12-14,SUV,2021
POL_004792,CUST_22310,1976-05-22,1998-09-06,Hatchback,2012
POL_004793,CUST_13842,1986-12-10,2009-03-26,Sports_Car,2010
POL_004794,CUST_48470,1954-04-20,1978-11-17,Truck,2011
POL_004795,CUST_46939,1978-09-12,2002-01-03,Sedan,2015
POL_004796,CUST_27507,1955-03-04,1974-10-23,SUV,2012
POL_004797,CUST_49296,1970-03-13,1994-12-10,Truck,2019
POL_004798,CUST_37102,1960-06-21,1982-11-25,Sedan,2010
POL_004799,CUST_92374,1942-08-22,1966-10-12,Hatchback,2005
POL_004800,CUST_90860,1965-05-13,1986-12-16,SUV,2011
POL_004801,CUST_12369,1967-01-25,1985-12-19,Hatchback,2006
POL_004802,CUST_03665,1997-12-31,2017-07-09,SUV,2020
POL_004803,CUST_03684,1941-03-11,1961-02-11,Sedan,2010
POL_004804,CUST_47779,1994-07-03,2013-06-09,Truck,2018
POL_004805,CUST_57068,1962-05-02,1981-10-13,Minivan,2009
POL_004806,CUST_04055,1975-07-07,1996-05-08,Sedan,2012
POL_004807,CUST_46047,1950-11-15,1973-08-17,Sedan,2011
POL_004808,CUST_37312,1944-09-30,1968-12-03,Sedan,2020
POL_004809,CUST_57414,1966-06-19,1990-04-11,Sedan,2019
POL_004810,CUST_04044,1998-08-22,2017-01-28,Sports_Car,2013
POL_004811,CUST_82298,1992-12-17,2013-11-12,Sedan,2018
POL_004812,CUST_96661,1991-08-28,2010-07-24,Sports_Car,2018
POL_004813,CUST_42534,1947-09-09,1965-10-03,Sedan,2018
POL_004814,CUST_96484,1967-12-30,1990-02-19,Minivan,2005
POL_004815,CUST_08938,1959-10-14,1980-07-25,Sedan,2006
POL_004816,CUST_66526,1983-03-26,2008-03-03,SUV,2008
POL_004817,CUST_41797,1996-04-27,2015-11-25,Sedan,2019
POL_004818,CUST_77579,1985-09-14,2004-09-23,Sedan,2017
POL_004819,CUST_68719,1945-06-01,1969-03-24,Sedan,2021
POL_004820,CUST_03566,1995-08-23,2019-01-23,Sports_Car,2013
POL_004821,CUST_80602,1960-04-29,1978-07-12,Sedan,2009
POL_004822,CUST_23129,1945-12-22,1966-08-29,SUV,2009
POL_004823,CUST_59172,1992-02-01,2012-09-17,Truck,2003
POL_004824,CUST_67764,1954-07-19,1979-05-18,Sedan,2022
POL_004825,CUST_64503,1945-02-03,1964-06-10,SUV,2013
POL_004826,CUST_70499,1990-04-23,2009-02-11,Truck,2004
POL_004827,CUST_70231,1995-06-24,2015-12-19,Sports_Car,2011
POL_004828,CUST_64853,1959-11-19,1982-08-29,SUV,2003
POL_004829,CUST_59147,1987-08-31,2010-04-23,Minivan,2011
POL_004830,CUST_98438,1994-02-16,2014-07-02,SUV,2004
POL_004831,CUST_72484,1976-01-09,1999-11-11,SUV,2013
POL_004832,CUST_70105,1984-02-18,2007-01-23,Truck,2009
POL_004833,CUST_99760,1975-08-02,1996-11-23,Sports_Car,2018
POL_004834,CUST_30545,1996-02-09,2019-03-12,Sedan,2012
POL_004835,CUST_46788,1960-09-26,1979-01-27,SUV,2015
POL_004836,CUST_86658,1973-06-18,1996-09-23,Truck,2004
